Age,Gender,HSC_P,SSC_P,Stream,Internships,CGPA,HistoryOfBacklogs,Placed
22,Male,72,77,Mechanical,0,6,0,0
20,Male,90,70,Civil,0,6,0,0
20,Male,89,68,Computer Science,1,7,0,0
21,Male,82,94,Computer Science,2,6,0,1
20,Male,89,74,Computer Science,0,7,0,0
19,Male,70,83,Computer Science,1,8,0,1
21,Male,80,84,Electrical,1,6,0,0
22,Male,81,78,Mechanical,0,6,0,0
21,Male,76,85,Electrical,0,7,0,0
22,Male,84,76,Electronics And Communication,0,8,0,1
21,Male,93,66,Electrical,0,7,0,0
22,Male,89,82,Electronics And Communication,1,6,0,0
20,Male,85,76,Mechanical,1,8,0,1
21,Male,82,73,Computer Science,1,6,0,0
20,Male,92,79,Civil,1,8,0,1
22,Male,80,89,Civil,0,6,0,0
21,Male,74,76,Computer Science,0,8,1,1
21,Male,91,93,Civil,0,6,0,0
19,Male,95,78,Computer Science,1,6,0,0
22,Male,86,75,Civil,0,6,0,0
19,Male,76,80,Civil,1,8,0,1
21,Male,72,73,Computer Science,1,6,0,0
20,Male,76,76,Computer Science,1,7,0,0
19,Male,84,86,Electrical,0,8,1,1
20,Male,95,73,Information Technology,1,8,0,1
20,Male,72,78,Computer Science,1,6,0,0
22,Male,73,66,Mechanical,0,8,0,1
19,Male,83,72,Electronics And Communication,1,8,0,1
19,Male,75,75,Civil,0,6,0,0
19,Male,77,83,Civil,0,8,1,1
20,Male,91,83,Mechanical,0,8,0,1
19,Male,88,83,Electronics And Communication,0,8,0,1
22,Male,86,78,Information Technology,0,6,0,0
28,Male,77,72,Computer Science,0,6,0,1
22,Male,81,80,Computer Science,1,7,0,0
22,Male,93,76,Information Technology,0,6,0,0
19,Male,73,92,Electronics And Communication,1,6,0,0
19,Male,91,94,Computer Science,1,7,0,0
21,Male,81,66,Computer Science,0,7,0,0
22,Male,84,91,Mechanical,1,6,0,0
20,Male,87,71,Electronics And Communication,1,7,0,0
19,Male,73,76,Mechanical,0,8,0,1
22,Male,89,73,Civil,0,7,0,0
21,Male,71,80,Electrical,0,8,0,1
20,Male,92,69,Mechanical,0,7,1,0
19,Male,80,68,Mechanical,1,8,0,1
21,Male,81,84,Information Technology,1,6,0,0
19,Male,70,93,Mechanical,1,8,1,1
19,Male,78,77,Computer Science,0,7,1,0
22,Male,73,92,Civil,1,6,0,0
19,Female,87,88,Computer Science,1,6,0,0
22,Male,94,69,Information Technology,1,8,0,1
19,Male,81,73,Electrical,2,8,1,1
21,Female,71,83,Mechanical,1,6,1,0
21,Male,76,86,Electrical,0,7,0,0
20,Male,94,83,Electrical,0,8,1,1
20,Male,84,91,Mechanical,1,8,0,1
19,Male,88,85,Computer Science,2,6,0,1
21,Male,70,72,Information Technology,0,6,1,0
22,Male,89,94,Information Technology,1,7,0,0
22,Male,92,76,Civil,1,8,0,1
21,Male,77,83,Computer Science,1,7,0,0
21,Male,89,91,Information Technology,0,7,0,0
22,Female,73,72,Electronics And Communication,2,7,0,0
21,Male,90,80,Electrical,1,7,1,1
22,Male,89,81,Information Technology,0,6,1,0
19,Male,72,66,Civil,0,6,0,0
21,Male,74,94,Electronics And Communication,1,6,1,0
19,Female,81,67,Computer Science,1,7,0,0
21,Male,83,72,Computer Science,0,6,1,0
20,Male,90,85,Information Technology,0,7,0,0
20,Male,83,93,Electrical,0,7,0,0
19,Male,79,77,Electronics And Communication,1,8,1,1
19,Male,82,88,Computer Science,1,6,0,0
21,Male,80,76,Civil,0,8,0,1
22,Male,86,71,Electrical,3,7,0,0
21,Male,89,79,Electronics And Communication,0,8,1,1
22,Male,88,73,Computer Science,2,7,0,0
22,Male,73,70,Electronics And Communication,1,6,0,0
21,Male,79,81,Information Technology,0,6,0,0
21,Male,90,88,Information Technology,0,6,0,0
20,Male,82,94,Information Technology,0,6,0,0
19,Male,80,84,Computer Science,0,6,1,0
21,Female,87,89,Electronics And Communication,0,7,0,0
22,Male,78,72,Information Technology,0,7,1,0
21,Male,80,82,Computer Science,0,7,1,0
22,Male,75,77,Computer Science,2,6,0,1
20,Male,78,80,Information Technology,0,7,1,0
21,Male,78,92,Mechanical,0,8,0,1
21,Female,95,74,Electrical,1,7,0,1
20,Male,92,68,Electrical,2,7,0,1
21,Male,79,86,Civil,0,8,0,1
21,Male,77,94,Mechanical,0,8,0,1
21,Male,73,87,Electrical,0,7,0,0
20,Male,96,76,Information Technology,0,8,1,1
21,Male,81,74,Computer Science,0,7,0,0
20,Female,93,88,Computer Science,2,6,0,1
21,Male,81,93,Computer Science,1,6,0,0
21,Female,78,79,Electrical,0,8,0,1
21,Male,78,83,Computer Science,0,7,0,0
21,Male,73,86,Civil,0,7,0,0
20,Male,93,72,Civil,2,7,0,0
20,Female,90,88,Information Technology,0,6,0,0
21,Male,91,78,Electronics And Communication,1,6,1,0
20,Male,84,72,Information Technology,0,8,0,1
20,Male,72,86,Computer Science,1,8,0,1
21,Male,85,73,Civil,0,8,1,1
20,Male,80,81,Computer Science,2,6,0,1
21,Female,94,75,Mechanical,1,8,0,1
20,Male,96,78,Civil,0,8,1,1
20,Male,90,94,Computer Science,1,7,0,0
21,Male,75,73,Mechanical,0,6,0,0
20,Male,84,75,Mechanical,0,7,0,0
20,Male,78,90,Electronics And Communication,1,6,1,0
20,Female,93,85,Computer Science,0,6,1,0
20,Male,76,80,Mechanical,0,6,1,0
20,Male,84,67,Computer Science,1,8,0,1
20,Male,82,91,Civil,1,6,0,0
20,Male,90,81,Computer Science,0,8,0,1
20,Male,80,71,Electronics And Communication,1,6,0,0
21,Female,84,71,Information Technology,0,7,0,0
20,Male,79,82,Electrical,1,7,0,1
21,Male,95,93,Mechanical,3,6,0,1
20,Male,96,82,Computer Science,0,7,0,0
21,Female,71,67,Electronics And Communication,1,8,0,1
21,Male,90,89,Electronics And Communication,1,7,1,1
21,Male,77,81,Mechanical,0,7,0,0
21,Female,79,78,Electronics And Communication,1,8,0,1
20,Male,84,75,Civil,1,8,0,1
21,Male,86,69,Electronics And Communication,0,7,0,1
20,Male,77,74,Civil,0,6,1,0
21,Male,86,85,Information Technology,2,6,0,1
20,Male,85,79,Information Technology,0,7,0,0
20,Male,76,69,Electronics And Communication,0,6,0,0
20,Male,74,70,Information Technology,0,6,0,0
20,Male,73,72,Mechanical,1,6,0,0
21,Male,89,79,Electronics And Communication,0,7,0,0
20,Male,79,70,Mechanical,3,8,0,1
20,Male,81,85,Mechanical,0,7,0,0
21,Male,80,74,Civil,1,6,0,0
20,Male,70,75,Information Technology,1,8,0,1
21,Male,96,66,Computer Science,1,6,0,0
21,Male,83,71,Computer Science,1,7,0,0
21,Male,72,75,Computer Science,1,8,0,1
20,Male,83,79,Mechanical,1,8,0,1
20,Male,78,67,Information Technology,0,8,1,1
20,Male,72,66,Computer Science,0,6,1,0
21,Male,92,73,Mechanical,1,8,0,1
20,Male,70,88,Civil,0,8,0,1
20,Female,84,86,Electronics And Communication,0,6,0,0
21,Male,87,81,Electrical,0,8,0,1
21,Male,80,88,Mechanical,0,6,0,0
21,Female,70,75,Computer Science,1,6,0,0
20,Male,82,75,Information Technology,0,6,0,0
21,Male,90,73,Civil,1,8,0,1
20,Male,96,84,Mechanical,1,8,0,1
21,Female,72,73,Electrical,1,8,0,1
21,Male,82,90,Civil,0,7,0,0
21,Male,84,94,Mechanical,0,7,0,0
21,Male,82,93,Electronics And Communication,0,7,0,1
20,Male,94,68,Computer Science,1,8,0,1
21,Female,73,73,Information Technology,1,8,0,1
20,Female,74,81,Information Technology,1,8,0,1
20,Male,70,68,Mechanical,0,7,0,0
20,Male,95,73,Information Technology,2,6,0,1
21,Male,96,84,Computer Science,1,7,0,0
21,Female,96,80,Mechanical,1,6,0,0
21,Male,78,67,Computer Science,2,6,0,1
20,Male,77,80,Information Technology,1,7,0,0
20,Male,93,71,Civil,0,6,0,0
21,Male,74,75,Mechanical,0,7,1,0
21,Male,89,93,Computer Science,2,7,1,0
20,Male,77,81,Information Technology,0,7,1,0
20,Male,95,76,Civil,0,7,0,0
21,Male,74,82,Electronics And Communication,0,7,0,1
21,Female,96,87,Information Technology,1,8,0,1
21,Male,93,78,Mechanical,0,6,0,0
21,Female,78,73,Computer Science,1,8,0,1
20,Female,95,83,Information Technology,0,7,0,0
21,Male,74,76,Mechanical,1,7,0,0
21,Male,79,87,Civil,0,8,0,1
21,Male,75,81,Information Technology,0,7,0,0
20,Male,71,90,Information Technology,1,7,1,0
21,Male,93,90,Mechanical,0,6,1,0
21,Male,71,89,Electrical,2,6,1,0
21,Male,73,79,Electrical,0,7,0,0
20,Male,90,90,Computer Science,1,7,0,0
20,Female,94,69,Computer Science,0,7,0,0
20,Male,94,69,Computer Science,1,8,0,1
20,Male,72,71,Civil,0,7,1,0
20,Male,88,77,Civil,2,9,0,1
21,Female,76,93,Computer Science,1,9,0,1
20,Male,73,81,Electrical,0,9,0,1
20,Male,77,89,Civil,2,9,0,1
20,Male,82,68,Information Technology,0,8,0,1
21,Male,95,89,Computer Science,1,8,0,1
21,Male,93,85,Information Technology,1,8,0,1
20,Male,78,81,Electronics And Communication,0,7,0,1
20,Male,78,86,Computer Science,1,9,0,1
20,Male,70,84,Electrical,3,7,0,1
21,Male,71,89,Civil,1,8,0,1
21,Male,73,79,Mechanical,0,7,1,0
21,Male,87,93,Electronics And Communication,2,7,1,1
21,Female,73,77,Computer Science,1,7,0,0
21,Male,94,71,Computer Science,2,8,0,1
21,Male,75,84,Computer Science,0,8,0,1
21,Male,96,94,Civil,0,7,0,0
21,Male,87,76,Computer Science,0,8,0,1
21,Male,74,75,Information Technology,1,9,0,1
21,Male,89,91,Information Technology,0,7,0,0
20,Female,90,74,Computer Science,0,7,0,0
21,Male,70,90,Information Technology,1,7,0,0
21,Male,79,77,Computer Science,1,8,0,1
20,Male,72,94,Electrical,0,9,1,1
21,Male,93,72,Electrical,1,9,0,1
20,Male,77,68,Computer Science,1,9,0,1
21,Male,81,73,Mechanical,1,9,0,1
21,Female,96,66,Computer Science,1,8,0,1
21,Male,78,87,Electronics And Communication,1,9,1,1
20,Female,77,85,Mechanical,1,8,0,1
21,Male,78,71,Computer Science,1,8,0,1
20,Female,95,93,Information Technology,0,8,0,1
20,Male,74,73,Civil,1,9,0,1
21,Female,80,76,Electronics And Communication,0,9,0,1
21,Female,94,89,Information Technology,0,8,0,1
21,Male,94,72,Mechanical,0,7,0,0
21,Male,79,78,Electrical,0,9,0,1
20,Male,81,94,Electrical,1,8,0,1
21,Female,80,87,Computer Science,2,9,1,1
20,Female,93,68,Information Technology,0,7,0,0
21,Male,71,76,Mechanical,1,9,1,1
21,Male,71,73,Civil,0,9,0,1
20,Male,77,69,Electronics And Communication,1,7,1,1
20,Male,85,80,Computer Science,1,7,0,0
21,Male,84,70,Information Technology,0,7,0,0
20,Male,95,76,Mechanical,0,9,0,1
21,Male,90,69,Electronics And Communication,0,9,1,1
21,Male,95,94,Electronics And Communication,0,8,0,1
20,Male,89,78,Civil,0,9,1,1
20,Male,83,69,Electrical,1,8,1,1
20,Male,73,67,Information Technology,0,8,0,1
21,Female,80,67,Electronics And Communication,3,9,0,1
20,Male,84,90,Information Technology,1,7,0,0
20,Male,79,77,Computer Science,1,7,0,0
21,Male,79,93,Electrical,1,9,0,1
20,Male,89,79,Electronics And Communication,3,8,1,1
20,Female,76,75,Electronics And Communication,0,8,0,1
20,Male,74,78,Electrical,0,9,1,1
21,Male,81,67,Civil,3,9,0,1
20,Male,74,72,Computer Science,1,8,0,1
20,Male,95,84,Mechanical,0,9,1,1
20,Male,71,86,Computer Science,1,8,0,1
20,Male,84,75,Electronics And Communication,1,9,1,1
21,Male,77,70,Information Technology,2,9,0,1
20,Male,95,84,Electrical,1,7,1,1
21,Male,75,69,Electrical,0,9,0,1
21,Male,92,90,Mechanical,0,8,0,1
20,Male,81,69,Civil,0,9,0,1
21,Female,74,71,Computer Science,0,7,0,0
20,Female,71,70,Electrical,1,7,0,1
20,Male,72,79,Information Technology,1,8,0,1
21,Female,83,81,Electronics And Communication,0,7,0,1
21,Male,72,77,Electrical,0,8,0,1
21,Male,93,89,Information Technology,0,8,0,1
20,Male,80,92,Electrical,0,9,1,1
21,Male,76,74,Electronics And Communication,1,7,0,1
20,Male,86,91,Electronics And Communication,2,7,0,1
21,Male,93,85,Computer Science,2,8,0,1
20,Male,87,68,Civil,0,9,0,1
20,Male,88,70,Computer Science,1,8,0,1
21,Male,84,78,Electrical,0,9,0,1
21,Male,90,74,Electronics And Communication,0,7,0,1
20,Male,84,67,Information Technology,0,8,0,1
21,Female,72,76,Computer Science,0,8,0,1
20,Male,85,84,Electronics And Communication,2,7,0,1
21,Male,84,93,Information Technology,1,8,0,1
21,Male,95,91,Computer Science,1,7,0,0
20,Male,78,72,Civil,1,7,0,0
21,Female,73,88,Electronics And Communication,2,8,0,1
21,Male,89,70,Information Technology,1,8,1,1
20,Male,87,75,Computer Science,2,7,0,1
20,Male,93,85,Information Technology,0,9,0,1
20,Male,88,84,Information Technology,2,8,0,1
20,Male,78,77,Electronics And Communication,1,7,0,0
20,Male,70,81,Information Technology,1,9,0,1
20,Male,78,88,Electronics And Communication,1,7,0,1
21,Female,85,84,Computer Science,1,9,0,1
20,Male,96,82,Electronics And Communication,0,9,0,1
20,Male,73,73,Computer Science,0,8,1,1
21,Male,86,80,Electrical,0,8,0,1
20,Male,90,86,Electrical,1,7,0,1
20,Male,89,74,Computer Science,0,9,1,1
21,Male,70,87,Mechanical,1,7,0,0
20,Male,76,89,Mechanical,0,7,1,0
21,Male,73,90,Information Technology,1,8,0,1
20,Male,70,77,Electrical,0,8,0,1
21,Male,96,72,Mechanical,1,8,0,1
20,Male,80,92,Information Technology,0,7,0,0
20,Male,84,85,Information Technology,0,9,0,1
20,Female,92,93,Computer Science,3,8,0,1
21,Male,70,89,Mechanical,0,9,0,1
21,Male,77,86,Mechanical,0,7,1,0
20,Female,88,70,Electrical,1,7,1,1
21,Male,90,72,Computer Science,0,8,0,1
21,Female,94,71,Information Technology,1,9,0,1
21,Female,88,76,Information Technology,0,7,0,0
20,Male,70,68,Civil,0,9,1,1
21,Male,81,82,Electronics And Communication,1,9,0,1
20,Male,91,74,Electronics And Communication,1,8,1,1
20,Male,82,68,Computer Science,1,7,0,0
20,Male,70,67,Electronics And Communication,1,8,1,1
21,Male,90,74,Information Technology,0,8,0,1
21,Male,96,92,Computer Science,0,7,0,0
20,Male,93,70,Mechanical,0,7,0,0
21,Male,78,66,Computer Science,2,7,1,0
20,Male,88,79,Information Technology,0,9,0,1
20,Female,82,67,Computer Science,0,8,0,1
20,Male,87,76,Electronics And Communication,0,7,0,1
20,Male,73,93,Civil,1,9,0,1
20,Male,84,81,Information Technology,1,7,1,0
21,Male,95,67,Computer Science,1,9,0,1
20,Male,81,80,Information Technology,0,7,0,0
20,Male,78,90,Information Technology,1,7,0,0
20,Female,81,66,Computer Science,2,8,0,1
20,Male,94,70,Electrical,1,7,1,1
20,Male,82,69,Electronics And Communication,0,8,0,1
20,Female,72,71,Information Technology,2,8,0,1
20,Male,88,79,Computer Science,0,8,0,1
20,Male,72,86,Mechanical,0,8,0,1
20,Male,78,89,Mechanical,0,8,0,1
20,Male,96,75,Computer Science,0,6,0,0
21,Male,87,82,Computer Science,1,6,0,0
20,Male,82,90,Computer Science,1,6,0,0
21,Male,94,84,Mechanical,0,6,0,0
20,Male,71,72,Computer Science,1,6,0,0
20,Male,78,73,Information Technology,0,8,1,1
21,Male,71,90,Electronics And Communication,1,6,1,0
20,Male,80,83,Electronics And Communication,0,7,0,0
21,Female,77,75,Information Technology,2,8,0,1
21,Male,88,73,Electrical,0,6,1,0
21,Female,72,79,Computer Science,2,8,0,1
20,Female,75,85,Information Technology,1,7,1,0
20,Male,79,89,Electronics And Communication,1,7,1,0
20,Female,75,66,Electronics And Communication,0,8,0,1
20,Male,75,74,Information Technology,1,7,0,0
21,Male,74,71,Civil,0,8,0,1
21,Male,95,88,Electrical,0,7,0,0
20,Male,93,74,Electrical,1,7,1,1
20,Male,84,80,Computer Science,1,7,0,0
20,Male,87,91,Electrical,0,8,0,1
21,Female,87,74,Computer Science,1,8,0,1
21,Male,71,76,Electrical,0,8,0,1
21,Male,70,94,Mechanical,1,7,0,0
21,Male,86,90,Electrical,0,8,0,1
20,Female,91,75,Electrical,0,8,0,1
20,Male,86,69,Information Technology,0,6,0,0
20,Male,88,82,Information Technology,0,6,0,0
20,Male,93,79,Electronics And Communication,2,8,0,1
20,Male,77,80,Mechanical,0,6,1,0
21,Male,92,91,Information Technology,0,8,0,1
21,Male,79,70,Electrical,1,8,0,1
20,Male,75,79,Computer Science,0,6,0,0
20,Female,85,69,Information Technology,1,7,0,0
21,Male,94,76,Electronics And Communication,0,8,0,1
21,Female,78,68,Electronics And Communication,1,8,0,1
20,Female,82,69,Computer Science,0,6,0,0
21,Male,75,94,Computer Science,0,7,0,0
20,Male,92,90,Computer Science,0,7,1,0
20,Male,83,77,Electronics And Communication,0,6,0,0
20,Female,78,73,Electrical,0,6,0,0
20,Male,70,67,Computer Science,0,7,0,0
20,Male,94,77,Civil,1,6,0,0
21,Female,77,67,Computer Science,1,8,0,1
21,Male,71,82,Electrical,1,6,0,0
20,Male,72,71,Computer Science,1,6,0,0
21,Male,91,75,Electrical,1,8,1,1
20,Male,71,93,Electronics And Communication,0,6,0,0
20,Male,74,90,Mechanical,1,6,1,0
21,Female,81,91,Computer Science,2,6,0,1
20,Male,87,78,Electronics And Communication,1,6,1,0
20,Female,72,84,Electronics And Communication,0,7,0,1
20,Male,74,86,Information Technology,1,8,1,1
20,Male,91,70,Mechanical,0,8,0,1
20,Female,75,70,Information Technology,0,8,0,1
20,Male,86,93,Civil,1,8,0,1
20,Male,76,76,Electrical,0,8,0,1
20,Male,95,80,Civil,1,8,0,1
23,Male,86,69,Electronics And Communication,0,8,0,1
22,Male,73,72,Mechanical,0,7,0,0
22,Male,95,79,Electronics And Communication,0,6,1,0
22,Female,80,80,Information Technology,1,6,0,0
21,Male,87,89,Computer Science,1,7,0,0
21,Male,88,77,Computer Science,1,8,0,1
23,Male,94,69,Computer Science,0,6,0,0
23,Male,71,67,Mechanical,1,6,0,0
23,Male,75,68,Computer Science,1,8,0,1
21,Male,84,91,Computer Science,1,7,0,0
23,Male,83,77,Mechanical,0,7,0,0
21,Male,82,94,Computer Science,2,6,0,1
23,Male,95,84,Electrical,0,7,1,0
23,Male,88,85,Computer Science,1,7,0,0
23,Male,84,76,Electrical,0,6,0,0
21,Male,74,86,Information Technology,1,8,1,1
23,Male,89,91,Civil,0,7,0,0
23,Male,82,85,Information Technology,1,6,1,0
21,Male,70,69,Computer Science,1,7,0,0
22,Male,82,75,Mechanical,0,6,0,0
21,Male,85,83,Computer Science,1,7,0,0
21,Male,90,76,Mechanical,0,7,1,0
21,Male,84,83,Civil,1,8,0,1
22,Male,84,80,Civil,1,7,1,0
21,Male,74,75,Civil,0,6,0,0
22,Female,91,86,Information Technology,0,7,1,0
21,Male,75,72,Mechanical,1,8,0,1
23,Male,86,82,Mechanical,0,6,0,0
23,Male,88,86,Electronics And Communication,1,6,1,0
22,Male,96,87,Electronics And Communication,2,8,0,1
22,Male,92,94,Electronics And Communication,3,8,1,1
23,Male,91,92,Electronics And Communication,1,7,0,1
22,Male,80,73,Information Technology,1,8,0,1
23,Female,94,84,Computer Science,1,6,0,0
21,Male,87,81,Information Technology,0,6,1,0
23,Male,70,94,Electronics And Communication,0,6,1,0
23,Male,78,92,Information Technology,1,6,0,0
23,Male,70,68,Information Technology,0,7,1,0
23,Male,84,77,Electronics And Communication,1,7,1,1
23,Male,75,79,Mechanical,0,6,0,0
21,Male,73,78,Information Technology,0,6,1,0
21,Male,91,89,Computer Science,1,7,0,0
22,Male,80,86,Information Technology,0,7,0,0
23,Male,77,81,Information Technology,0,8,0,1
22,Male,77,88,Mechanical,1,6,1,0
21,Male,94,85,Mechanical,0,7,0,0
22,Male,88,74,Mechanical,0,7,0,0
21,Male,93,78,Mechanical,0,8,0,1
21,Male,82,93,Computer Science,1,7,0,0
23,Male,87,67,Electronics And Communication,1,8,1,1
21,Male,88,79,Information Technology,0,7,1,0
22,Male,76,78,Mechanical,0,7,0,0
22,Male,93,84,Mechanical,1,8,1,1
21,Male,91,69,Electrical,0,7,0,0
23,Female,80,78,Mechanical,1,7,0,0
21,Female,70,85,Information Technology,0,7,0,0
21,Male,77,83,Electrical,0,7,0,0
23,Male,86,71,Civil,1,8,0,1
23,Male,83,79,Computer Science,1,8,0,1
22,Male,88,70,Information Technology,1,6,1,0
22,Male,73,88,Computer Science,1,7,0,0
21,Female,75,87,Information Technology,1,8,0,1
23,Male,75,87,Information Technology,3,8,0,1
22,Male,78,92,Computer Science,0,8,0,1
22,Male,78,85,Mechanical,0,6,0,0
22,Male,86,78,Information Technology,0,6,0,0
22,Male,76,79,Civil,0,8,0,1
22,Male,76,92,Information Technology,1,8,0,1
23,Male,94,92,Electronics And Communication,0,6,0,0
23,Male,70,89,Civil,2,8,0,1
21,Male,92,75,Electronics And Communication,0,8,0,1
23,Male,74,75,Information Technology,1,7,0,0
22,Male,81,77,Electronics And Communication,2,6,0,1
23,Female,81,75,Electronics And Communication,0,7,0,1
21,Male,71,76,Electrical,0,7,0,0
21,Male,89,84,Electronics And Communication,0,8,0,1
23,Male,85,79,Mechanical,0,8,1,1
23,Female,88,74,Computer Science,1,8,0,1
21,Male,90,83,Information Technology,1,7,0,0
22,Male,86,87,Information Technology,2,6,0,1
23,Male,78,93,Electronics And Communication,2,8,0,1
23,Male,85,78,Computer Science,0,6,0,1
23,Male,72,94,Computer Science,2,6,0,1
21,Male,78,76,Computer Science,1,7,0,0
21,Male,96,78,Computer Science,1,8,0,1
21,Male,88,80,Electronics And Communication,2,7,0,1
21,Male,94,71,Electronics And Communication,0,8,1,1
21,Female,87,67,Information Technology,0,6,0,0
23,Male,78,70,Information Technology,0,7,0,0
22,Male,80,80,Computer Science,1,8,0,1
21,Male,76,85,Information Technology,0,8,0,1
21,Male,90,82,Mechanical,0,7,0,0
23,Male,77,92,Information Technology,0,6,1,0
23,Male,82,69,Civil,0,8,1,1
22,Male,88,78,Mechanical,1,8,0,1
23,Male,92,82,Information Technology,1,6,0,0
23,Male,73,91,Information Technology,1,7,0,0
22,Male,76,93,Mechanical,0,8,0,1
21,Male,80,84,Civil,0,6,0,0
21,Male,89,78,Computer Science,1,6,0,0
22,Male,77,85,Computer Science,0,7,1,0
21,Male,83,73,Electronics And Communication,0,7,0,1
23,Female,74,71,Computer Science,0,7,1,0
23,Male,71,83,Electronics And Communication,0,8,0,1
22,Male,82,83,Electrical,2,8,1,1
23,Male,87,67,Information Technology,1,8,0,1
21,Male,91,72,Electronics And Communication,0,8,0,1
22,Male,96,86,Electronics And Communication,2,7,0,0
21,Male,85,89,Electronics And Communication,0,7,0,1
23,Male,94,83,Information Technology,1,8,0,1
21,Male,94,74,Information Technology,1,7,0,0
23,Male,85,88,Information Technology,1,6,0,0
21,Male,73,77,Mechanical,3,6,0,1
23,Male,85,72,Information Technology,1,8,0,1
22,Male,72,84,Electrical,0,6,0,0
23,Male,73,78,Mechanical,0,7,0,0
21,Male,72,80,Information Technology,0,8,0,1
21,Male,84,74,Electrical,0,8,0,1
21,Female,84,68,Computer Science,1,8,0,1
21,Male,82,90,Civil,0,8,0,1
22,Male,72,75,Electronics And Communication,0,8,0,1
23,Male,85,75,Information Technology,0,6,0,0
23,Male,89,72,Computer Science,0,8,0,1
22,Male,94,68,Electrical,1,6,1,0
21,Male,75,70,Mechanical,1,7,0,0
23,Male,93,81,Computer Science,0,7,0,0
21,Male,75,90,Information Technology,0,8,0,1
22,Female,87,69,Computer Science,1,8,0,1
22,Female,91,85,Computer Science,0,6,0,0
23,Female,75,85,Computer Science,0,6,0,0
21,Male,74,79,Computer Science,2,8,0,1
21,Male,90,90,Mechanical,0,6,0,0
21,Male,84,67,Computer Science,1,7,0,0
23,Male,85,94,Computer Science,1,8,0,1
23,Male,82,73,Electrical,1,8,0,1
21,Male,84,73,Electronics And Communication,0,8,0,1
23,Male,79,91,Information Technology,0,6,0,0
23,Male,80,76,Mechanical,0,6,0,0
21,Male,93,79,Computer Science,0,7,1,0
21,Male,84,67,Mechanical,0,8,0,1
22,Male,70,82,Electronics And Communication,0,7,0,0
21,Male,74,85,Electrical,0,7,0,0
23,Male,85,67,Mechanical,0,6,0,0
23,Male,72,66,Electronics And Communication,0,8,0,1
23,Male,74,91,Information Technology,1,7,1,0
21,Male,73,82,Computer Science,1,7,0,0
23,Male,74,89,Information Technology,1,7,1,0
22,Male,78,86,Computer Science,2,8,1,1
21,Male,70,68,Electrical,0,7,0,0
22,Male,96,93,Civil,0,8,0,1
23,Female,84,68,Computer Science,1,8,0,1
21,Male,94,68,Computer Science,3,8,0,1
23,Male,82,89,Mechanical,0,8,0,1
22,Male,76,70,Electronics And Communication,0,7,0,0
23,Female,72,73,Computer Science,1,8,1,1
22,Male,76,69,Information Technology,0,7,0,0
22,Male,90,75,Computer Science,0,8,0,1
22,Male,70,84,Electrical,1,6,1,0
23,Male,87,77,Computer Science,0,6,1,0
23,Male,70,89,Information Technology,0,7,0,0
23,Male,70,68,Mechanical,1,7,0,0
23,Male,78,90,Information Technology,0,7,0,0
23,Male,72,93,Mechanical,1,7,0,0
22,Male,71,80,Information Technology,1,7,0,0
22,Male,72,92,Computer Science,1,7,0,0
23,Male,87,85,Civil,0,8,0,1
